order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,discount,sales,profit,city_state
US-2015-100188,3/10/15,3/15/15,Second Class,RA-19885,OFF-AR-10001953,17,0,600.37,267.34,"Chico, California"
US-2017-125610,5/11/17,5/12/17,Second Class,RL-19615,OFF-PA-10001801,20,0,79.29,-3082.77,"Des Plaines, Illinois"
US-2017-154039,6/25/17,6/29/17,Same Day,EB-14170,OFF-PA-10001560,22,0,77.47,3.34,"Hempstead, New York"
US-2018-173379,12/14/18,12/16/18,Second Class,AH-10075,FUR-BO-10000112,1,0.1,113.17,110.52,"Costa Mesa, California"
ZA-2018-166905,2/1/18,2/6/18,Standard Class,BT-11680,TEC-AC-10001635,10,0,106.91,78.13,Capetown
ZA-2015-111622,2/6/15,2/8/15,Standard Class,MH-17620,OFF-LA-10001317,25,0.2,42.59,-7.16,Capetown
ZA-2017-105301,5/30/17,6/1/17,Second Class,TT-21265,TEC-PH-10002645,20,0,9749.80,9280.98,Capetown
CN-2016-105098,11/1/16,11/7/16,Second Class,SW-20455,TEC-PH-10004447,30,0,4011.25,-4425.47,Seoul
JP-2018-134492,2/21/18,2/23/18,Standard Class,TC-20980,OFF-ST-10001228,4,0.1,50.48,23.76,Tokyo
US-2017-101835,8/12/17,8/15/17,Second Class,RS-19765,OFF-ST-10000532,2,0.1,56.38,-363.61,"Dover, Delaware"
AU-2016-120125,11/23/16,11/23/16,Second Class,GW-14605,FUR-FU-10004053,18,0,228.43,-103.72,Manila
US-2015-167873,8/21/15,8/21/15,Second Class,AB-10060,TEC-PH-10001198,29,0.3,1172.43,-7875.42,"Richmond, Kentucky"
US-2017-124666,11/30/17,12/2/17,Same Day,BD-11620,OFF-PA-10004039,3,0,119.91,112.76,"Hot Springs, Arkansas"
ZA-2017-135746,5/13/17,5/15/17,Same Day,BT-11680,TEC-PH-10002293,18,0,310.88,270.74,Capetown
CA-2017-172076,1/19/17,1/26/17,Standard Class,BP-11050,OFF-EN-10004147,30,0,109.79,-13713.91,Mexico City 
MX-2016-148524,8/7/16,8/14/16,Standard Class,CS-11845,OFF-AR-10001026,9,0,15.52,-1968.02,Rio de Janeiro
BR-2016-155731,9/20/16,9/27/16,Standard Class,DK-13375,OFF-BI-10002160,20,0,51.51,-343.84,Rio de Janeiro
IN-2017-112130,10/6/17,10/10/17,Second Class,KE-16420,FUR-FU-10004090,2,0,41.70,36.62,Seoul
KR-2018-155813,12/1/18,12/4/18,Same Day,BC-11125,OFF-AR-10001954,15,0,69.61,2.75,Seoul
IN-2018-179503,12/12/18,12/15/18,Standard Class,MM-18055,OFF-AR-10001919,26,0,48.59,-1203.90,Seoul
KR-2015-110071,9/12/15,9/13/15,Same Day,CS-12490,OFF-AR-10004027,29,0,60.36,-3048.31,Seoul
IN-2018-166250,11/11/18,11/16/18,Second Class,JW-15955,OFF-ST-10002214,19,0.1,157.15,-815.53,Seoul
US-2015-134385,10/31/15,11/1/15,Same Day,SV-20365,OFF-BI-10001890,2,0.7,1.45,-1.07,"Irving, Texas"
US-2015-123736,12/5/15,12/10/15,Standard Class,JM-15250,OFF-ST-10001713,22,0.1,1410.13,1234.07,"Orland Park, Illinois"
US-2016-135941,7/11/16,7/13/16,Second Class,AW-10840,TEC-AC-10001874,5,0,251.96,195.68,"Bedford, Texas"
US-2015-120081,4/2/15,4/9/15,Same Day,DB-13270,OFF-AR-10003602,14,0,47.67,-11.70,"Westland, Michigan"
US-2016-130160,1/14/16,1/16/16,First Class,EJ-14155,FUR-FU-10003832,18,0,133.72,-2115.00,"New Bedford, Massachusetts"
US-2018-123255,1/24/18,1/27/18,Standard Class,TS-21370,FUR-FU-10002445,28,0,175.19,-288.22,"Dublin, Ohio"
US-2017-171783,4/12/17,4/12/17,Same Day,MS-17710,OFF-AR-10004441,4,0.2,8.45,-261.27,"Paterson, New Jersey"
DE-2016-110525,9/24/16,9/27/16,Second Class,JE-15610,OFF-PA-10000418,6,0,425.27,416.20,London
AE-2017-155286,12/15/17,12/19/17,Standard Class,SG-20890,FUR-CH-10002961,9,0,917.08,902.66,Moscow
EG-2018-131328,5/1/18,5/3/18,Standard Class,SC-20020,TEC-AC-10004864,7,0,203.94,176.50,London
PH-2018-153161,6/4/18,6/5/18,Same Day,DD-13570,OFF-AP-10004052,23,0,94.12,27.63,Manila
AU-2015-162534,4/4/15,4/6/15,Second Class,EM-14140,OFF-PA-10000069,20,0,120.71,-455.52,Sydney
AU-2015-157847,7/22/15,7/24/15,Second Class,BE-11410,FUR-FU-10001986,8,0,314.04,-480.14,Sydney
AU-2015-172147,6/9/15,6/12/15,Second Class,TC-21475,OFF-ST-10001963,10,0.1,1150.90,839.09,Manila
US-2018-135620,10/22/18,10/28/18,Second Class,SC-20725,OFF-EN-10002312,26,0,205.87,70.46,"Tamarac, Florida"
US-2017-127017,3/16/17,3/18/17,First Class,GT-14635,OFF-BI-10002827,30,0.8,25.08,-782.40,"Coral Springs, Florida"
US-2017-116327,11/17/17,11/23/17,Second Class,PG-18820,OFF-SU-10004115,19,0,110.92,-886.44,"Murfreesboro, Tennessee"
US-2018-103637,11/7/18,11/7/18,Second Class,AS-10225,FUR-BO-10002613,19,0.1,4372.33,4322.14,"Harrisonburg, Virginia"
US-2018-141995,3/22/18,3/26/18,Second Class,RB-19795,FUR-FU-10001290,12,0,412.24,-797.28,"Covington, Washington"
MX-2015-177852,8/30/15,9/5/15,Standard Class,JB-16045,FUR-FU-10002685,19,0,308.40,-3332.44,Toronto
US-2018-147005,3/8/18,3/8/18,Second Class,RP-19390,FUR-FU-10004164,12,0,36.59,1.90,"Allentown, Pennsylvania"
US-2017-122500,4/8/17,4/10/17,Standard Class,BS-11755,OFF-BI-10002026,25,0.65,323.33,267.57,"Freeport, New York"
US-2015-122427,12/16/15,12/18/15,Same Day,TB-21400,FUR-CH-10003606,26,0,2880.78,2667.43,"Grove City, Ohio"
DE-2015-133129,3/11/15,3/18/15,Standard Class,AZ-10750,OFF-AR-10002671,2,0,350.60,298.83,Moscow
EG-2018-164353,8/23/18,8/24/18,First Class,SV-20935,FUR-CH-10000155,11,0,3315.87,2347.50,Moscow
RU-2018-125212,5/26/18,5/28/18,Second Class,HJ-14875,OFF-BI-10002799,5,0,16.78,-135.80,Berlin
PH-2016-169917,4/17/16,4/18/16,Same Day,CH-12070,FUR-FU-10003806,17,0,2778.97,861.64,Manila
US-2015-100182,1/18/15,1/23/15,Second Class,KD-16270,FUR-FU-10002445,18,0,112.62,-327.84,"Yuma, Arizona"
MX-2017-179191,12/4/17,12/7/17,Second Class,AC-10450,FUR-FU-10004020,16,0,69.84,-58.63,Toronto
CN-2016-142049,11/23/16,11/30/16,Standard Class,KW-16570,TEC-PH-10001870,28,0,1543.00,-1890.52,New Delhi 
US-2017-105738,1/30/17,1/30/17,Standard Class,CM-12385,FUR-BO-10004709,18,0.1,805.90,455.20,"Norman, Oklahoma"
US-2015-107123,3/11/15,3/15/15,Second Class,CY-12745,TEC-PH-10000441,16,0,2031.97,826.09,"Jackson, Michigan"
GB-2017-178954,9/21/17,9/28/17,Same Day,BS-11365,FUR-TA-10002041,2,0.4,229.78,224.12,Berlin
EG-2015-136142,8/11/15,8/11/15,Standard Class,HG-15025,TEC-PH-10003171,3,0,106.80,-18.18,Cairo
EG-2017-110704,4/15/17,4/21/17,Standard Class,AC-10615,FUR-CH-10002602,6,0,938.49,918.27,Moscow
AU-2016-109057,7/21/16,7/25/16,Standard Class,SM-20905,OFF-PA-10003039,7,0,131.20,71.96,Manila
PH-2017-131077,3/24/17,3/31/17,Second Class,MF-18250,OFF-BI-10003963,10,0,54.02,17.59,Sydney
US-2018-111432,4/1/18,4/7/18,Standard Class,HR-14830,OFF-PA-10004022,7,0,42.31,-30.17,"Burlington, North Carolina"
US-2016-100212,1/22/16,1/22/16,Standard Class,SR-20740,TEC-MA-10001856,16,0,9584.43,9564.27,"Coral Gables, Florida"
US-2017-111963,1/8/17,1/9/17,Standard Class,RH-19495,OFF-BI-10004817,2,0.5,8.10,-17.92,"San Diego, California"
ZA-2015-159281,12/16/15,12/22/15,First Class,CM-12235,OFF-PA-10004965,3,0.4,10.88,-14.13,Capetown
ZA-2017-115913,8/6/17,8/7/17,First Class,JK-15325,TEC-PH-10004093,9,0,382.04,351.71,Capetown
ZA-2018-112410,11/22/18,11/26/18,Second Class,CT-11995,OFF-PA-10002005,4,0.4,10.51,-50.16,Capetown
JP-2017-152386,9/1/17,9/3/17,Second Class,MA-17995,OFF-AR-10002818,8,0,135.40,46.05,Tokyo
JP-2016-127814,12/17/16,12/19/16,Same Day,LS-17200,FUR-CH-10004853,19,0,2444.06,307.08,Beijing
KR-2018-146170,5/19/18,5/26/18,Same Day,FC-14335,TEC-AC-10004633,7,0,32.88,21.74,New Delhi 
US-2017-142841,6/15/17,6/21/17,First Class,DB-13120,OFF-BI-10000494,16,0.7,17.92,-381.78,"Keller, Texas"
US-2018-103426,8/16/18,8/19/18,Second Class,LT-17110,FUR-CH-10002758,23,0,4320.89,3888.87,"Mansfield, Texas"
US-2018-105453,2/20/18,2/22/18,Standard Class,SS-20590,FUR-BO-10001608,30,0.1,1868.55,1793.43,"Plano, Texas"
US-2018-159959,5/21/18,5/23/18,Standard Class,KB-16315,FUR-CH-10000988,5,0,557.61,549.98,"Watertown, New York"
US-2018-119379,8/22/18,8/29/18,Standard Class,JG-15805,TEC-PH-10002275,27,0,4776.16,4528.36,"Dover, Delaware"
US-2016-157131,4/23/16,4/30/16,Same Day,LT-16765,FUR-FU-10000308,16,0,1008.81,738.62,"Wilmington, Delaware"
US-2018-149884,1/1/18,1/2/18,Standard Class,AS-10630,OFF-BI-10003350,25,0.65,42.20,-977.63,"Wilmington, Delaware"
US-2016-112965,5/25/16,5/25/16,First Class,DP-13105,TEC-PH-10002310,7,0,1201.81,1180.17,"Rockville, Maryland"
US-2016-132468,4/16/16,4/20/16,First Class,FH-14365,TEC-PH-10000526,14,0,1064.34,957.52,"Niagara Falls, New York"
US-2018-108790,10/5/18,10/6/18,Standard Class,JF-15355,OFF-BI-10004022,23,0.65,15.71,-211.17,"Lorain, Ohio"
RU-2015-140971,2/25/15,2/27/15,Second Class,TC-21145,TEC-AC-10004595,4,0,586.62,-841.36,Berlin
DE-2015-160166,12/6/15,12/8/15,Standard Class,GR-14560,OFF-PA-10001215,19,0,71.73,-3135.91,Moscow
RU-2017-108228,6/15/17,6/16/17,Standard Class,JP-16135,OFF-BI-10004519,17,0,2172.68,2074.77,Cairo
AU-2018-132335,12/4/18,12/5/18,Standard Class,KH-16330,FUR-TA-10000577,16,0.35,3346.16,3154.34,Manila
AU-2016-114232,9/14/16,9/17/16,Same Day,EM-14140,TEC-AC-10004209,30,0,221.23,124.21,Sydney
US-2018-156978,10/16/18,10/18/18,Standard Class,KT-16465,OFF-FA-10000624,11,0,23.63,6.01,"Long Beach, California"
US-2015-159101,2/5/15,2/12/15,Second Class,KL-16645,OFF-AR-10003759,21,0,25.23,-19.85,"Mount Pleasant, South Carolina"
US-2016-116791,11/18/16,11/25/16,Second Class,DW-13585,OFF-ST-10003722,24,0.1,236.68,138.55,"Memphis, Tennessee"
US-2017-177602,11/3/17,11/10/17,Standard Class,JE-15745,OFF-PA-10002160,1,0,3.24,0.97,"Apopka, Florida"
US-2017-145768,7/27/17,7/30/17,Standard Class,RD-19585,OFF-ST-10003641,11,0.1,1070.32,961.82,"Athens, Georgia"
US-2016-159078,5/1/16,5/8/16,Standard Class,HA-14905,OFF-BI-10000474,8,0.5,43.35,-2103.57,"Thornton, Colorado"
ZA-2018-118733,2/8/18,2/11/18,Standard Class,CM-12235,FUR-CH-10002304,15,0,409.19,313.50,Capetown
CA-2017-135754,4/14/17,4/20/17,First Class,DK-12895,OFF-AR-10003759,26,0,31.23,-618.27,Mexico City 
KR-2017-179513,6/14/17,6/17/17,First Class,AM-10705,FUR-CH-10004860,8,0,1063.12,926.81,Tokyo
JP-2017-117219,11/10/17,11/11/17,Second Class,SW-20245,OFF-AP-10000055,7,0,175.07,-495.14,Seoul
GB-2017-122381,5/9/17,5/12/17,Second Class,CV-12295,TEC-PH-10001425,16,0,1290.08,-1877.83,Beirut
DE-2018-177311,9/21/18,9/22/18,Second Class,EN-13780,OFF-ST-10001034,19,0.1,276.30,155.69,Berlin
DE-2016-122718,1/12/16,1/16/16,Same Day,BD-11560,OFF-ST-10002574,28,0.1,4525.47,2404.89,London
PH-2016-130368,2/14/16,2/18/16,Second Class,KH-16330,TEC-PH-10003580,25,0.25,3853.77,1972.23,Manila
US-2016-123151,10/24/16,10/31/16,Second Class,AM-10360,FUR-BO-10004467,8,0.1,699.77,498.61,"Gulfport, Mississippi"
US-2018-130066,9/5/18,9/12/18,Second Class,AG-10495,OFF-AR-10001044,6,0,155.00,103.34,"Johnson City, Tennessee"
IN-2017-147753,3/30/17,4/6/17,Standard Class,JW-15955,OFF-AP-10004785,12,0,85.25,-144.92,Seoul
CN-2017-147351,4/23/17,4/23/17,Second Class,NC-18415,OFF-BI-10004965,21,0,159.39,-7133.05,Seoul
US-2017-135031,9/28/17,9/28/17,First Class,HL-15040,TEC-AC-10003590,12,0,278.37,225.49,"Cedar Hill, Texas"
US-2015-161994,11/7/15,11/9/15,Standard Class,MT-17815,OFF-AR-10003478,18,0,105.49,-515.36,"Gilbert, Arizona"
EG-2016-149248,3/25/16,3/31/16,Second Class,AZ-10750,TEC-PH-10004667,6,0,709.51,632.91,Moscow
US-2018-116197,10/20/18,10/23/18,Standard Class,GM-14500,OFF-ST-10000885,1,0.1,10.88,-156.59,"Marysville, Washington"
US-2017-112996,5/19/17,5/22/17,Standard Class,TG-21640,FUR-FU-10000550,9,0,33.03,-14115.23,"Lowell, Massachusetts"
US-2016-113378,3/1/16,3/4/16,Standard Class,AS-10225,TEC-MA-10000488,30,0,23855.70,23731.10,"Harrisonburg, Virginia"
US-2016-151986,7/28/16,8/4/16,Standard Class,BB-11545,FUR-TA-10002622,27,0,4265.61,3998.58,"Springfield, Virginia"
US-2018-111771,12/24/18,12/29/18,Standard Class,RO-19780,OFF-AR-10003723,28,0,83.47,-235.41,"Redmond, Oregon"
CA-2016-174466,1/22/16,1/29/16,Same Day,TS-21430,OFF-PA-10003543,27,0,127.37,52.54,Toronto
CA-2018-159249,2/17/18,2/20/18,Standard Class,RB-19435,OFF-BI-10004970,10,0,26.27,-740.50,Rio de Janeiro
MX-2017-145802,4/28/17,5/1/17,Second Class,JF-15565,OFF-PA-10000176,26,0,359.06,278.24,Rio de Janeiro
BR-2015-121304,11/12/15,11/15/15,Second Class,TS-21655,OFF-PA-10001471,1,0,4.74,-2.34,Toronto
KR-2015-157934,12/11/15,12/13/15,Second Class,CL-12700,OFF-PA-10000048,7,0,25.95,-201.51,New Delhi 
KR-2018-112965,4/3/18,4/4/18,Second Class,RD-19480,TEC-PH-10003963,12,0,2560.87,1834.20,Beijing
US-2017-154016,4/11/17,4/12/17,Standard Class,ZC-21910,OFF-BI-10002071,16,0.7,21.08,-27.08,"Orland Park, Illinois"
US-2016-107751,12/19/16,12/20/16,First Class,PH-18790,TEC-PH-10001494,4,0,1051.02,662.17,"Elmhurst, Illinois"
US-2015-156788,1/6/15,1/8/15,Standard Class,LT-16765,TEC-AC-10003027,10,0,315.18,291.64,"Wilmington, Delaware"
US-2016-119147,7/9/16,7/16/16,Standard Class,RF-19840,TEC-PH-10003988,24,0,226.02,177.32,"Nashua, New Hampshire"
PH-2016-125869,9/15/16,9/15/16,Second Class,JK-15625,FUR-CH-10003061,5,0,510.24,497.31,Sydney
US-2015-153377,5/3/15,5/4/15,Second Class,HR-14770,OFF-AP-10000326,28,0,1020.32,-390.76,"Richmond, Kentucky"
US-2015-130659,12/23/15,12/26/15,Same Day,CS-11950,OFF-PA-10003022,2,0,8.54,1.80,"Norman, Oklahoma"
US-2016-126358,4/1/16,4/4/16,Standard Class,SP-20620,FUR-FU-10002088,12,0,75.00,-1026.53,"Fairfield, Connecticut"
PH-2016-171598,12/21/16,12/26/16,Second Class,TB-21280,TEC-AC-10000397,30,0,1269.09,-410.70,Manila
US-2017-144627,8/18/17,8/25/17,First Class,DO-13435,OFF-PA-10000350,6,0,38.11,11.03,"Fayetteville, Arkansas"
US-2017-158858,10/26/17,10/29/17,Standard Class,AG-10900,OFF-BI-10002735,26,0.5,307.31,204.31,"Des Moines, Washington"
US-2016-123516,9/21/16,9/26/16,Second Class,DW-13540,OFF-BI-10003650,1,0.5,191.46,115.03,"Seattle, Washington"
ZA-2016-143145,4/30/16,5/1/16,Second Class,AF-10870,FUR-CH-10001146,25,0,1484.19,-783.63,Capetown
US-2015-130107,1/9/15,1/12/15,Second Class,TG-21640,OFF-AR-10004511,7,0.2,21.50,-97.77,"Lowell, Massachusetts"
CN-2015-129940,5/19/15,5/26/15,Standard Class,JD-16015,TEC-PH-10000560,13,0,3603.50,2972.99,New Delhi 
JP-2017-104414,11/26/17,12/3/17,Second Class,VS-21820,OFF-AP-10002734,30,0,5002.64,4157.03,Beijing
US-2018-139634,12/28/18,12/30/18,Second Class,LT-16765,FUR-BO-10003894,30,0.1,1743.98,1530.30,"Wilmington, Delaware"
US-2017-171813,12/18/17,12/20/17,Second Class,EJ-14155,OFF-BI-10004716,13,0.65,42.13,-0.83,"New Bedford, Massachusetts"
BR-2018-131748,5/8/18,5/15/18,Standard Class,AC-10450,TEC-AC-10000990,3,0,251.08,240.97,Toronto
MX-2016-151082,3/13/16,3/13/16,Standard Class,EK-13795,TEC-PH-10004774,15,0.65,86.00,35.45,Mexico City 
JP-2016-154428,6/24/16,6/30/16,Second Class,TM-21490,OFF-BI-10000301,11,0,39.14,-966.47,New Delhi 
RU-2016-114679,12/15/16,12/18/16,Standard Class,SG-20890,OFF-PA-10004255,25,0,117.94,-150.38,Moscow
DE-2016-112380,5/23/16,5/24/16,Standard Class,AH-10030,OFF-PA-10002001,23,0,98.81,63.58,Berlin
US-2016-108447,10/9/16,10/11/16,Standard Class,JL-15835,OFF-AR-10002833,30,0,47.83,-765.93,"Charlottesville, Virginia"
US-2018-177229,3/1/18,3/1/18,Standard Class,NG-18355,TEC-PH-10001580,6,0.3,496.62,10.67,"Delray Beach, Florida"
US-2017-133845,7/13/17,7/16/17,Same Day,MP-18175,OFF-PA-10001243,30,0,109.79,-517.35,"Fort Collins, Colorado"
ZA-2018-160634,7/2/18,7/8/18,Second Class,HG-14845,OFF-BI-10001922,25,0,86.58,-1575.75,Capetown
ZA-2018-176848,4/21/18,4/25/18,Second Class,CT-11995,OFF-PA-10003302,15,0.4,236.67,-493.58,Capetown
ZA-2016-135066,2/1/16,2/7/16,Standard Class,MH-17620,TEC-PH-10000213,26,0,696.61,253.59,Capetown
BR-2016-131371,6/15/16,6/16/16,Standard Class,EC-14050,TEC-AC-10001606,30,0,2603.74,-2820.73,Rio de Janeiro
MX-2018-131276,11/26/18,12/2/18,Same Day,CS-12175,OFF-PA-10001970,24,0,890.75,852.21,Toronto
MX-2018-105300,10/25/18,10/30/18,Second Class,PB-18805,FUR-FU-10003806,3,0,490.41,160.21,Mexico City 
BR-2017-110992,1/20/17,1/27/17,Second Class,TH-21115,OFF-LA-10000248,25,0.2,54.76,-371.22,Toronto
KR-2017-132712,12/8/17,12/15/17,Second Class,DM-13525,OFF-BI-10001982,11,0,42.73,5.66,New Delhi 
IN-2015-176786,1/23/15,1/23/15,Standard Class,RE-19450,OFF-AR-10003811,3,0,6.29,-3.82,Beijing
JP-2017-134423,11/9/17,11/14/17,Second Class,RE-19405,OFF-BI-10004584,9,0,1959.39,1932.52,New Delhi 
