order_id,return_date,return_quantity,reason_returned
CA-2012-122623,2012-11-01,1,Not Needed
CA-2012-122973,2012-09-09,1,Not Given
CA-2012-123113,2013-01-17,1,Not Given
CA-2012-123155,2012-05-02,1,Not Given
CA-2012-123232,2013-02-05,1,Not Given
CA-2012-124058,2013-01-14,1,Not Given
CA-2012-124268,2012-08-28,1,Not Given
CA-2012-124541,2012-05-31,1,Wrong Item
CA-2012-124653,2013-02-15,1,Not Needed
CA-2012-124800,2012-11-20,1,Wrong Color
CA-2012-124933,2013-02-19,1,Not Given
CA-2012-125234,2013-01-21,1,Wrong Item
CA-2012-125696,2012-11-26,1,Not Given
CA-2012-126970,2012-11-14,1,Wrong Color
CA-2012-127110,2012-08-21,1,Not Given
CA-2012-127754,2012-09-20,1,Not Needed
CA-2012-129042,2013-02-06,2,Not Given
CA-2012-129098,2012-12-03,1,Wrong Color
CA-2012-129217,2012-06-30,1,Not Given
CA-2012-129532,2013-02-01,1,Wrong Item
CA-2012-130183,2013-01-07,1,Wrong Item
CA-2012-130218,2012-05-16,1,Wrong Item
CA-2012-130253,2013-02-07,3,Wrong Color
CA-2012-130785,2012-10-30,1,Not Given
CA-2012-130848,2012-12-15,1,Not Given
CA-2012-130883,2012-11-22,1,Wrong Color
CA-2012-131072,2012-12-26,1,Not Given
CA-2012-131338,2012-10-02,1,Not Needed
CA-2012-131457,2012-12-27,1,Wrong Item
CA-2012-131534,2012-05-23,1,Wrong Color
CA-2012-131597,2012-11-08,1,Not Needed
CA-2012-131884,2013-01-26,1,Wrong Item
CA-2012-132136,2012-05-02,1,Not Given
CA-2012-132318,2012-12-23,1,Not Given
CA-2012-132374,2012-04-15,1,Not Needed
CA-2012-132507,2012-09-23,1,Wrong Item
CA-2012-132626,2012-09-03,1,Not Given
CA-2012-132633,2012-03-27,1,Wrong Item
CA-2012-133396,2012-10-05,1,Wrong Item
CA-2012-133585,2012-04-24,1,Not Needed
CA-2012-134082,2013-02-06,1,Wrong Item
CA-2012-134117,2013-02-08,1,Wrong Color
CA-2012-134257,2012-05-09,1,Wrong Item
CA-2012-134992,2012-11-16,2,Not Given
CA-2012-135272,2013-02-01,1,Wrong Color
CA-2012-135489,2012-11-12,1,Not Given
CA-2012-135510,2012-11-02,1,Not Given
CA-2012-135622,2013-01-31,1,Not Given
CA-2012-136147,2013-01-08,1,Not Given
CA-2012-136469,2012-09-01,1,Not Needed
CA-2012-136658,2012-11-07,1,Not Given
CA-2012-136700,2013-01-31,1,Not Given
CA-2012-136805,2012-07-17,3,Not Given
CA-2012-137113,2013-01-25,2,Not Needed
CA-2012-137302,2012-06-21,1,Not Given
CA-2012-137708,2013-01-15,1,Not Given
CA-2012-137897,2013-01-09,1,Not Given
CA-2012-137974,2012-06-08,1,Not Needed
CA-2012-138009,2013-01-23,2,Not Given
CA-2012-138331,2012-10-02,8,Not Given
CA-2012-138457,2012-11-07,2,Wrong Color
CA-2012-138485,2012-04-21,3,Wrong Item
CA-2012-138625,2012-12-26,1,Not Given
CA-2012-138898,2012-07-19,2,Wrong Color
CA-2012-138954,2013-01-07,1,Not Given
CA-2012-139248,2012-09-19,2,Wrong Color
CA-2012-139290,2012-12-20,1,Wrong Item
CA-2012-139731,2012-12-05,1,Not Given
CA-2012-139780,2013-02-22,1,Wrong Item
CA-2012-140025,2012-06-01,2,Wrong Item
CA-2012-140984,2012-11-08,1,Not Given
CA-2012-141327,2013-01-23,2,Not Needed
CA-2012-142027,2012-06-04,1,Wrong Color
CA-2012-142433,2012-06-15,1,Wrong Item
CA-2012-142475,2013-01-27,1,Wrong Item
CA-2012-142944,2012-05-01,1,Not Given
CA-2012-143077,2012-11-11,1,Not Given
CA-2012-143119,2012-11-20,1,Not Needed
CA-2012-143238,2012-10-29,1,Wrong Color
CA-2012-143616,2012-11-19,1,Not Needed
CA-2012-143882,2012-08-20,1,Wrong Color
CA-2012-144043,2012-07-05,1,Not Needed
CA-2012-144806,2013-01-31,1,Not Given
CA-2012-145184,2013-01-19,1,Not Given
CA-2012-145324,2013-01-09,1,Not Given
CA-2012-145401,2012-03-26,2,Not Needed
CA-2012-146038,2012-04-07,1,Wrong Color
CA-2012-146290,2012-07-01,1,Not Needed
CA-2012-146465,2013-01-14,1,Wrong Item
CA-2012-146486,2013-01-04,1,Not Given
CA-2012-146696,2013-02-08,1,Wrong Item
CA-2012-147011,2012-08-12,1,Not Needed
CA-2012-147102,2012-11-16,1,Not Given
CA-2012-147690,2013-01-04,1,Not Needed
CA-2012-147788,2012-07-25,1,Wrong Item
CA-2012-149636,2012-03-03,1,Not Needed
CA-2012-149650,2012-12-17,2,Wrong Color
CA-2012-149713,2012-11-12,1,Not Given
CA-2012-149748,2012-07-23,1,Not Needed
CA-2012-149846,2012-07-16,1,Not Given
CA-2012-149972,2012-11-13,1,Not Given
CA-2012-149993,2012-05-10,1,Wrong Item
CA-2012-150196,2012-08-23,1,Not Given
CA-2012-150714,2012-12-22,1,Wrong Item
CA-2012-150770,2012-06-26,1,Wrong Item
CA-2012-151470,2012-11-16,4,Wrong Color
CA-2012-151785,2012-04-30,1,Wrong Item
CA-2012-153388,2012-09-27,3,Not Given
CA-2012-153549,2012-05-21,1,Wrong Item
CA-2012-153612,2013-02-16,1,Wrong Item
CA-2012-153738,2012-11-12,2,Not Needed
CA-2012-153752,2013-01-31,2,Not Given
CA-2012-153794,2012-11-06,1,Not Needed
CA-2012-154200,2012-08-12,1,Not Given
CA-2012-154291,2012-09-18,1,Wrong Item
CA-2012-154921,2012-07-18,1,Wrong Item
CA-2012-155145,2013-02-18,1,Not Given
CA-2012-155306,2012-06-11,1,Not Given
CA-2012-155635,2012-07-03,1,Not Needed
CA-2012-156013,2012-11-16,1,Wrong Item
CA-2012-156328,2013-01-25,1,Not Needed
CA-2012-156335,2012-11-18,1,Wrong Color
CA-2012-156377,2013-02-25,1,Not Given
CA-2012-156608,2012-12-19,2,Not Needed
CA-2012-156853,2013-01-25,2,Not Given
CA-2012-156923,2012-04-11,1,Wrong Item
CA-2012-157035,2013-02-01,1,Not Given
CA-2012-159590,2012-09-10,2,Wrong Item
CA-2012-160472,2012-09-14,1,Wrong Item
CA-2012-160696,2012-10-31,1,Wrong Item
CA-2012-161214,2012-11-28,1,Not Given
CA-2012-161445,2012-10-30,1,Not Needed
CA-2012-162047,2012-12-26,1,Wrong Item
CA-2012-162376,2013-01-15,1,Not Given
CA-2012-162950,2012-08-23,1,Not Needed
CA-2012-163181,2013-01-02,1,Not Given
CA-2012-163587,2012-05-08,1,Not Given
CA-2012-164301,2012-05-20,1,Wrong Item
CA-2012-164441,2013-01-03,1,Not Given
CA-2012-164567,2012-08-09,1,Not Given
CA-2012-164777,2012-03-20,1,Wrong Item
CA-2012-165050,2013-01-29,1,Wrong Item
CA-2012-166583,2012-08-20,1,Not Given
CA-2012-166604,2012-07-10,1,Wrong Item
CA-2012-166947,2012-07-31,1,Not Given
CA-2012-166975,2013-01-20,1,Not Given
CA-2012-168529,2012-12-02,1,Not Needed
CA-2012-5710,2012-10-27,1,Wrong Color
CA-2012-6570,2012-09-10,1,Not Needed
CA-2012-7120,2012-07-03,1,Wrong Item
CA-2012-7440,2012-11-24,2,Wrong Color
CA-2012-8480,2012-10-14,1,Wrong Item
CA-2013-101189,2013-04-01,1,Not Given
CA-2013-101791,2013-07-22,1,Not Needed
CA-2013-101987,2013-08-21,2,Not Given
CA-2013-102092,2014-02-01,1,Not Given
CA-2013-102456,2013-04-22,2,Not Needed
CA-2013-102813,2013-08-24,2,Wrong Item
CA-2013-103037,2013-09-19,2,Wrong Item
CA-2013-103107,2013-08-25,1,Not Given
CA-2013-103730,2013-08-06,2,Not Given
CA-2013-103891,2013-09-09,1,Not Needed
CA-2013-105473,2013-06-09,1,Not Given
CA-2013-105781,2013-04-12,2,Not Given
CA-2013-106278,2013-10-27,1,Not Given
CA-2013-106306,2013-04-29,1,Wrong Item
CA-2013-106341,2013-12-14,1,Wrong Color
CA-2013-106397,2013-09-03,1,Wrong Color
CA-2013-107104,2014-01-21,1,Wrong Color
CA-2013-107202,2013-07-19,2,Not Given
CA-2013-107475,2013-08-02,1,Not Given
CA-2013-107615,2013-05-16,1,Wrong Item
CA-2013-108364,2014-02-14,1,Not Needed
CA-2013-108882,2013-03-07,1,Not Given
CA-2013-109400,2013-06-27,1,Not Given
CA-2013-109743,2013-11-20,1,Wrong Item
CA-2013-109869,2013-06-20,1,Wrong Item
CA-2013-109911,2013-07-07,1,Not Given
CA-2013-110499,2013-05-31,1,Not Given
CA-2013-110898,2013-05-03,1,Not Given
CA-2013-110982,2013-07-29,1,Wrong Item
CA-2013-111010,2013-03-20,1,Wrong Item
CA-2013-111115,2013-09-17,1,Not Needed
CA-2013-111213,2013-05-27,1,Not Needed
CA-2013-111283,2013-04-25,1,Wrong Item
CA-2013-111318,2013-09-16,1,Not Given
CA-2013-112389,2013-12-24,1,Not Given
CA-2013-112585,2013-09-23,1,Wrong Item
CA-2013-112697,2014-02-10,1,Not Given
CA-2013-112942,2013-04-10,1,Wrong Item
CA-2013-113096,2013-10-26,1,Wrong Item
CA-2013-113831,2013-07-25,1,Not Given
CA-2013-113845,2014-01-16,1,Not Given
CA-2013-114209,2013-07-17,1,Wrong Item
CA-2013-114601,2013-10-24,2,Not Given
CA-2013-114972,2013-12-28,1,Wrong Item
CA-2013-115483,2013-09-08,1,Not Given
CA-2013-115588,2014-01-03,1,Wrong Color
CA-2013-116337,2014-01-03,1,Not Given
CA-2013-116547,2013-03-09,1,Not Given
CA-2013-117121,2014-02-11,5,Not Given
CA-2013-117590,2014-01-31,1,Not Given
CA-2013-117604,2013-10-31,1,Not Given
CA-2013-117681,2013-06-05,1,Not Given
CA-2013-117912,2013-03-31,1,Not Needed
CA-2013-118332,2014-02-13,1,Not Needed
CA-2013-118500,2014-01-09,1,Wrong Item
CA-2013-118570,2014-01-08,1,Wrong Item
CA-2013-118626,2013-10-11,2,Not Needed
CA-2013-118689,2013-11-30,2,Not Needed
CA-2013-118969,2013-11-24,1,Not Given
CA-2013-119025,2013-04-20,2,Not Given
CA-2013-119123,2013-05-09,1,Not Given
CA-2013-119165,2013-12-28,1,Not Given
CA-2013-120005,2013-04-24,1,Wrong Color
CA-2013-120082,2013-05-18,1,Not Given
CA-2013-121958,2014-01-08,1,Wrong Color
CA-2013-121993,2013-08-03,2,Not Given
CA-2013-122133,2013-07-14,1,Wrong Item
CA-2013-122448,2013-08-05,1,Wrong Color
CA-2013-122511,2013-05-02,1,Wrong Color
CA-2013-122581,2013-10-16,1,Wrong Color
CA-2013-123540,2013-05-28,1,Wrong Color
CA-2013-123666,2013-05-21,1,Not Given
CA-2013-124527,2014-01-08,1,Not Needed
CA-2013-124562,2014-02-02,1,Not Needed
CA-2013-124590,2014-01-07,3,Wrong Item
CA-2013-124681,2013-09-13,1,Not Needed
CA-2013-124793,2013-05-07,1,Not Given
CA-2013-124814,2013-06-07,1,Wrong Item
CA-2013-125087,2013-06-14,4,Wrong Color
CA-2013-125318,2013-08-04,1,Not Needed
CA-2013-125738,2013-12-12,1,Wrong Item
CA-2013-125843,2013-10-07,1,Not Given
CA-2013-125920,2013-07-19,1,Wrong Item
CA-2013-126158,2013-09-21,2,Wrong Item
CA-2013-126809,2013-06-04,1,Not Given
CA-2013-127138,2013-05-06,1,Wrong Color
CA-2013-127250,2013-12-29,1,Not Given
CA-2013-127369,2013-07-29,2,Not Given
CA-2013-128671,2013-10-07,1,Wrong Item
CA-2013-128916,2013-10-11,1,Not Needed
CA-2013-128972,2014-01-08,1,Not Given
CA-2013-129196,2013-12-29,1,Not Needed
CA-2013-129238,2013-03-27,1,Wrong Item
CA-2013-129280,2013-06-26,1,Not Given
CA-2013-129686,2014-01-20,1,Not Given
CA-2013-130162,2013-12-23,1,Wrong Item
CA-2013-130267,2013-11-14,1,Wrong Item
CA-2013-130393,2014-01-24,1,Not Given
CA-2013-130400,2013-05-03,1,Not Given
CA-2013-130638,2013-07-10,1,Wrong Item
CA-2013-130680,2013-08-20,2,Not Given
CA-2013-130946,2013-06-03,1,Not Needed
CA-2013-131737,2013-05-08,1,Not Given
CA-2013-132094,2013-10-24,1,Not Given
CA-2013-132304,2013-08-09,3,Not Given
CA-2013-132409,2013-07-23,1,Not Needed
CA-2013-132549,2014-01-21,5,Wrong Item
CA-2013-132661,2013-12-20,1,Not Given
CA-2013-133368,2013-03-12,1,Not Given
CA-2013-133725,2013-07-19,1,Not Given
CA-2013-133816,2013-07-04,1,Wrong Item
CA-2013-134208,2013-11-14,1,Wrong Item
CA-2013-134222,2013-09-01,1,Not Given
CA-2013-134376,2013-11-27,2,Not Needed
CA-2013-134775,2013-12-20,1,Not Given
CA-2013-134803,2013-07-25,1,Not Given
CA-2013-135594,2013-08-24,1,Not Needed
CA-2013-136133,2013-10-14,1,Not Given
CA-2013-136924,2013-09-07,1,Not Given
CA-2013-137652,2013-10-21,1,Not Given
CA-2013-137673,2013-11-01,1,Not Given
CA-2013-138037,2013-11-24,3,Not Needed
CA-2013-138282,2013-07-14,1,Wrong Item
CA-2013-139381,2013-06-13,1,Wrong Item
CA-2013-139556,2013-06-22,1,Wrong Color
CA-2013-139808,2013-12-02,3,Wrong Item
CA-2013-139885,2014-01-29,1,Wrong Color
CA-2013-139934,2014-02-10,3,Not Given
CA-2013-140018,2014-01-17,1,Not Given
CA-2013-140207,2014-01-01,1,Not Given
CA-2013-140564,2014-01-31,1,Wrong Item
CA-2013-141586,2013-12-11,1,Not Given
CA-2013-143609,2014-02-03,1,Not Given
CA-2013-143805,2014-01-24,1,Wrong Item
CA-2013-144218,2013-12-26,1,Wrong Color
CA-2013-144729,2013-12-16,1,Wrong Item
CA-2013-144785,2013-06-14,1,Not Given
CA-2013-144911,2014-01-21,1,Not Given
CA-2013-144939,2013-11-29,1,Not Needed
CA-2013-145709,2013-11-29,1,Not Given
CA-2013-146143,2014-02-09,1,Not Given
CA-2013-146150,2013-04-11,1,Wrong Item
CA-2013-146171,2013-05-06,1,Not Given
CA-2013-146318,2013-03-19,1,Not Given
CA-2013-146325,2014-02-07,1,Wrong Color
CA-2013-146934,2013-07-18,2,Not Given
CA-2013-147137,2013-08-27,2,Not Given
CA-2013-147375,2013-08-05,1,Wrong Item
CA-2013-147417,2013-09-17,1,Not Given
CA-2013-147473,2013-07-25,1,Not Needed
CA-2013-148516,2013-10-02,1,Not Needed
CA-2013-149335,2013-09-15,2,Wrong Color
CA-2013-149349,2014-01-04,1,Wrong Item
CA-2013-149503,2014-02-02,1,Wrong Item
CA-2013-149671,2013-07-31,1,Wrong Color
CA-2013-149783,2013-10-29,1,Not Given
CA-2013-150658,2014-01-13,1,Not Given
CA-2013-151092,2013-10-04,3,Not Given
CA-2013-151148,2013-11-04,2,Wrong Item
CA-2013-151498,2013-06-15,1,Not Given
CA-2013-152247,2014-01-03,1,Not Given
CA-2013-152408,2013-07-12,1,Not Needed
CA-2013-152457,2013-11-09,1,Wrong Item
CA-2013-153157,2013-11-05,2,Not Given
CA-2013-153178,2013-11-09,1,Not Given
CA-2013-153185,2013-10-30,1,Wrong Item
CA-2013-153661,2013-03-23,2,Wrong Item
CA-2013-153836,2013-12-25,1,Not Needed
CA-2013-154060,2013-06-29,1,Not Given
CA-2013-154067,2013-03-30,1,Wrong Color
CA-2013-154788,2013-06-25,1,Wrong Item
CA-2013-155138,2013-11-03,1,Wrong Item
CA-2013-155670,2013-10-08,1,Not Needed
CA-2013-155845,2013-10-06,1,Wrong Color
CA-2013-155992,2013-11-23,2,Wrong Color
