order_id,return_date,return_quantity,reason_returned
US-2015-161151,2/22/15,11,Wrong Color
US-2015-126153,7/24/15,28,Not Needed
PH-2016-168905,6/24/16,5,Not Given 
RU-2018-140102,3/11/18,1,Not Needed
BR-2018-159328,6/6/18,0,Not Needed
US-2015-168100,8/24/15,7,Not Needed
US-2015-118471,4/11/15,14,Wrong Color
US-2015-151776,12/20/15,5,Not Given 
US-2015-111443,4/8/15,1,Wrong Color
KR-2017-116893,3/31/17,1,Not Given 
BR-2018-162273,8/20/18,13,Not Needed
AE-2018-169184,10/5/18,11,Wrong Item
US-2016-157026,2/28/16,1,Wrong Color
RU-2015-110389,7/23/15,3,Wrong Color
AU-2015-129261,5/16/15,0,Not Needed
US-2017-150787,4/17/17,3,Wrong Item
BR-2018-101328,6/19/18,1,Not Given 
RU-2016-154582,9/21/16,20,Not Given 
US-2016-144188,7/8/16,4,Wrong Item
US-2016-158305,12/24/16,7,Not Needed
AU-2018-145484,2/19/18,0,Wrong Item
US-2018-152208,5/29/18,12,Wrong Item
US-2018-137381,11/14/18,26,Wrong Item
US-2016-110942,6/22/16,6,Not Needed
US-2015-137302,4/15/15,12,Not Needed
US-2017-161198,1/29/17,0,Not Given 
MX-2016-179389,4/16/16,5,Wrong Item
CN-2018-164602,7/2/18,21,Wrong Color
US-2018-105918,2/11/18,8,Not Needed
DE-2016-117980,12/5/16,7,Wrong Color
US-2016-138523,9/6/16,4,Not Needed
AE-2018-169457,6/28/18,15,Wrong Item
US-2016-104706,7/6/16,1,Wrong Color
US-2015-153553,10/19/15,12,Wrong Item
US-2018-163971,5/28/18,14,Wrong Item
RU-2015-163053,7/5/15,1,Not Given 
PH-2015-159153,4/14/15,0,Wrong Color
US-2018-157426,1/19/19,13,Not Needed
US-2016-170184,2/5/17,18,Wrong Item
US-2018-117499,1/26/18,16,Not Needed
US-2017-103723,7/19/17,5,Wrong Color
US-2015-136448,8/10/15,1,Wrong Item
US-2017-109294,5/17/17,1,Not Needed
MX-2016-105341,5/7/16,10,Wrong Color
CN-2018-159142,5/20/18,22,Not Needed
ZA-2018-107584,9/21/18,18,Wrong Item
PH-2017-157686,12/7/17,4,Not Needed
IN-2015-113169,12/30/15,0,Wrong Color
US-2015-170849,12/23/15,1,Wrong Item
PH-2015-114629,9/9/15,2,Wrong Color
US-2016-164996,11/9/16,14,Not Needed
CA-2017-163458,7/5/17,2,Wrong Item
EG-2015-152029,6/8/15,0,Wrong Color
EG-2017-122975,1/27/18,1,Wrong Item
US-2016-163333,3/7/17,2,Wrong Item
US-2015-136485,3/19/15,19,Not Given 
AU-2017-175020,11/3/17,14,Not Given 
US-2016-173785,3/6/17,17,Wrong Color
CN-2017-101452,3/31/17,4,Wrong Color
US-2016-126084,12/20/16,0,Wrong Color
US-2016-124199,11/16/16,14,Wrong Color
JP-2015-144802,1/5/16,1,Wrong Color
EG-2017-156564,3/13/17,24,Wrong Item
PH-2018-159878,12/11/18,4,Not Needed
CA-2015-114690,4/8/15,0,Not Needed
KR-2017-101550,11/30/17,5,Wrong Item
GB-2018-152207,10/22/18,5,Wrong Color
PH-2016-167987,9/4/16,1,Not Given 
US-2018-157101,7/25/18,9,Wrong Color
RU-2018-137089,3/17/18,4,Wrong Item
US-2017-135476,8/2/17,2,Wrong Color
AE-2015-149809,6/6/15,1,Not Given 
GB-2015-147300,9/29/15,0,Not Given 
US-2018-159461,5/1/18,2,Wrong Color
US-2016-149325,6/10/16,7,Not Given 
JP-2018-153968,3/24/18,20,Not Given 
US-2018-115092,8/18/18,0,Wrong Item
DE-2017-141341,4/5/17,11,Wrong Item
AU-2015-101500,8/16/15,9,Not Given 
US-2018-136224,9/26/18,14,Not Needed
US-2018-150786,8/9/18,10,Wrong Color
US-2016-136903,8/15/16,5,Wrong Color
US-2018-166170,8/26/18,2,Not Given 
US-2017-127217,4/4/17,2,Not Given 
DE-2015-107623,7/28/15,0,Not Given 
KR-2016-131633,3/4/16,3,Not Given 
ZA-2016-100965,10/4/16,1,Not Given 
JP-2016-114741,10/1/16,5,Not Given 
US-2018-158217,7/15/18,11,Not Given 
US-2016-164796,6/13/16,18,Not Needed
US-2015-175594,11/22/15,17,Not Needed
BR-2016-169288,7/24/16,20,Wrong Item
EG-2015-169501,6/17/15,2,Not Needed
US-2018-138980,9/22/18,2,Wrong Color
DE-2017-145664,5/20/17,9,Not Given 
US-2017-152540,6/26/17,1,Not Given 
US-2015-150468,5/15/15,8,Wrong Item
US-2017-121079,3/2/18,3,Not Given 
US-2017-142600,2/10/18,13,Wrong Color
IN-2018-145639,4/19/18,0,Not Given 
US-2017-121170,12/10/17,3,Not Needed
US-2017-141946,11/4/17,11,Wrong Color
US-2018-121156,7/22/18,0,Not Given 
GB-2018-170862,4/21/18,4,Wrong Item
KR-2017-166001,11/24/17,13,Wrong Item
GB-2018-161322,12/19/18,1,Wrong Color
US-2017-174631,1/1/18,2,Wrong Color
US-2016-136642,10/5/16,5,Wrong Color
KR-2016-139802,2/28/16,2,Wrong Color
US-2018-174990,11/26/18,5,Wrong Item
US-2018-117153,8/20/18,1,Wrong Color
US-2018-123000,8/18/18,16,Not Needed
US-2018-179866,6/14/18,9,Not Needed
PH-2016-172735,5/4/16,8,Not Needed
US-2018-141221,11/3/18,19,Wrong Color
US-2016-123854,6/7/16,1,Wrong Item
US-2015-138194,4/9/15,11,Wrong Item
US-2018-114888,1/29/18,7,Not Needed
US-2015-175852,5/8/15,3,Not Given 
PH-2017-165255,12/15/17,13,Wrong Color
GB-2015-133382,1/3/16,2,Wrong Color
KR-2017-159707,12/26/17,8,Wrong Color
US-2018-100922,10/29/18,10,Wrong Color
JP-2016-179108,12/20/16,9,Not Given 
US-2016-114869,7/18/16,2,Wrong Color
US-2018-121813,11/16/18,11,Wrong Color
US-2017-101651,8/27/17,13,Not Needed
ZA-2017-178817,12/26/17,13,Wrong Item
US-2017-176220,11/27/17,8,Not Needed
US-2017-133281,1/14/18,17,Wrong Color
US-2017-134431,3/5/17,6,Not Needed
CN-2015-164583,9/26/15,5,Wrong Item
US-2018-179399,5/25/18,13,Not Given 
CA-2015-126978,7/9/15,15,Not Needed
EG-2015-160821,7/22/15,5,Wrong Item
US-2016-119349,2/4/16,3,Not Needed
US-2018-161714,10/25/18,0,Not Given 
JP-2015-159390,5/16/15,3,Not Given 
PH-2015-179093,3/10/15,8,Not Needed
EG-2017-131506,12/11/17,20,Wrong Color
IN-2018-143930,3/19/18,0,Not Needed
US-2018-176650,9/16/18,1,Wrong Color
US-2018-105858,12/2/18,2,Wrong Item
US-2015-134668,7/26/15,1,Wrong Color
AU-2018-147024,5/23/18,1,Not Given 
GB-2015-136536,12/8/15,2,Wrong Color
BR-2016-154522,7/19/16,0,Not Needed
US-2016-154548,1/30/17,7,Wrong Color
US-2015-178437,3/1/15,1,Not Needed
EG-2016-176884,11/30/16,3,Not Needed
EG-2018-155758,12/6/18,1,Wrong Color
CA-2017-133305,12/2/17,6,Wrong Item
KR-2015-164649,12/11/15,23,Wrong Item
US-2016-138584,1/5/17,0,Not Needed
AU-2016-120314,9/22/16,15,Not Given 
US-2017-152675,4/26/17,10,Wrong Item
US-2015-172259,10/19/15,18,Not Needed
US-2017-145056,9/29/17,7,Wrong Item
US-2016-115707,8/18/16,21,Wrong Color
AE-2017-151974,12/4/17,4,Wrong Color
US-2018-120060,3/5/19,10,Not Needed
US-2015-111922,12/3/15,1,Wrong Item
US-2015-127287,7/31/15,1,Not Needed
US-2016-107654,2/21/17,5,Wrong Item
US-2017-133189,5/23/17,0,Not Needed
JP-2017-161647,3/29/17,0,Wrong Color
US-2015-146842,4/5/15,0,Wrong Color
US-2017-121913,9/25/17,12,Not Needed
DE-2015-150727,1/16/16,25,Wrong Item
US-2016-138375,3/17/16,1,Wrong Item
US-2017-142644,8/5/17,0,Not Needed
ZA-2017-114576,7/14/17,0,Wrong Item
US-2015-160505,11/3/15,2,Wrong Color
EG-2017-122104,3/2/17,19,Wrong Item
US-2018-146359,8/28/18,7,Not Given 
US-2018-106908,10/14/18,14,Wrong Color
US-2016-133640,5/21/16,2,Wrong Color
US-2017-158805,11/3/17,19,Wrong Item
US-2017-169423,11/24/17,0,Not Given 
US-2015-120162,12/2/15,2,Wrong Color
US-2016-166433,1/12/17,6,Not Given 
AE-2015-109641,6/17/15,0,Wrong Color
AE-2018-116029,12/13/18,9,Not Given 
ZA-2016-135833,12/8/16,2,Not Given 
US-2016-138120,2/10/17,2,Not Given 
US-2017-132756,11/24/17,6,Not Given 
US-2017-162355,6/23/17,0,Not Given 
US-2015-122424,1/17/16,11,Wrong Item
US-2017-168756,7/18/17,11,Wrong Color
BR-2018-122570,12/24/18,8,Not Given 
US-2015-107984,2/19/16,3,Wrong Color
US-2015-162865,4/30/15,0,Not Needed
PH-2015-167795,5/1/15,9,Not Given 
US-2016-107938,12/17/16,6,Wrong Color
IN-2018-126534,12/9/18,0,Wrong Color
US-2018-110078,9/2/18,0,Wrong Color
CN-2016-171455,12/31/16,9,Not Given 
US-2017-167852,9/8/17,3,Wrong Item
IN-2016-148727,10/8/16,14,Wrong Color
US-2017-111192,11/21/17,7,Wrong Item
US-2016-130060,7/14/16,2,Wrong Color
US-2017-179313,5/28/17,1,Wrong Color
US-2015-132612,8/9/15,1,Not Given 
CA-2016-126292,5/7/16,1,Wrong Item
US-2016-112008,2/16/16,8,Not Given 
US-2015-176274,9/21/15,0,Not Given 
US-2015-157366,11/4/15,16,Wrong Item
PH-2017-149391,9/19/17,1,Wrong Item
US-2015-148334,7/8/15,6,Not Given 
ZA-2018-107528,11/29/18,1,Wrong Color
US-2016-119243,2/21/16,0,Wrong Color
US-2018-106295,9/24/18,18,Wrong Color
KR-2015-152799,12/12/15,7,Wrong Item
US-2017-134311,6/13/17,13,Wrong Color
ZA-2015-166019,4/26/15,14,Wrong Item
RU-2016-156332,4/22/16,8,Wrong Color
US-2016-145782,8/25/16,11,Not Given 
ZA-2016-135757,10/8/16,10,Not Given 
US-2015-108633,3/5/16,0,Wrong Color
US-2018-171385,1/16/19,18,Not Needed
US-2017-135684,4/24/17,3,Wrong Item
US-2017-100413,12/31/17,14,Not Needed
KR-2016-120478,2/8/17,6,Wrong Color
DE-2016-131220,7/19/16,2,Wrong Color
US-2017-177672,5/9/17,12,Not Needed
US-2015-129879,7/2/15,13,Not Needed
CA-2015-169669,11/14/15,24,Wrong Item
DE-2016-150579,10/19/16,0,Wrong Item
GB-2016-160808,11/14/16,20,Not Given 
AU-2016-146631,7/25/16,4,Not Given 
US-2017-141653,5/23/17,5,Wrong Color
US-2018-104115,12/31/18,14,Not Needed
US-2018-116334,10/21/18,15,Wrong Item
US-2015-140677,12/30/15,1,Not Given 
US-2015-108258,11/7/15,14,Wrong Item
RU-2015-119029,4/29/15,8,Not Given 
US-2018-141458,12/1/18,1,Not Given 
US-2015-125938,3/2/16,19,Not Needed
US-2017-136204,5/31/17,0,Wrong Color
US-2015-178759,4/5/15,1,Wrong Color
AE-2017-114291,11/12/17,1,Not Given 
ZA-2015-105901,10/30/15,5,Wrong Item
CA-2017-130727,11/26/17,11,Wrong Item
IN-2017-170887,6/21/17,22,Wrong Item
GB-2016-165283,8/30/16,10,Wrong Item
US-2018-115431,12/12/18,15,Not Given 
JP-2015-162269,2/11/16,18,Wrong Item
AU-2018-121095,11/16/18,0,Wrong Item
US-2018-172634,11/23/18,9,Wrong Item
US-2017-142078,5/25/17,17,Wrong Color
US-2017-163412,10/27/17,6,Not Given 
US-2018-168494,4/5/18,0,Wrong Item
BR-2017-136232,12/5/17,26,Wrong Item
US-2018-105238,2/26/18,12,Not Given 
CN-2015-153336,4/23/15,12,Not Needed
BR-2015-126021,4/3/15,4,Not Needed
EG-2018-167768,6/10/18,12,Not Needed
CA-2015-128086,1/31/16,0,Not Given 
KR-2018-113919,10/23/18,5,Not Given 
US-2018-118543,5/31/18,0,Not Needed
US-2015-160308,11/29/15,3,Wrong Item
GB-2017-173521,12/31/17,15,Wrong Item
US-2017-100133,7/8/17,2,Not Given 
GB-2017-115008,9/10/17,6,Not Needed
US-2016-132769,2/12/17,16,Wrong Color
CA-2015-102210,2/14/16,14,Wrong Item
US-2018-125880,8/27/18,2,Wrong Item
CN-2015-115082,11/20/15,17,Not Needed
RU-2016-168776,2/14/17,4,Wrong Color
US-2017-130991,10/16/17,11,Wrong Item
CA-2016-177009,12/28/16,3,Not Needed
US-2018-122885,2/14/18,0,Wrong Color
US-2016-114961,9/25/16,2,Wrong Item
US-2017-171337,3/28/17,12,Wrong Item
US-2016-157580,7/12/16,0,Not Given 
US-2018-103534,9/15/18,7,Not Given 
RU-2015-149493,6/21/15,4,Not Given 
US-2017-136893,12/13/17,1,Not Given 
US-2016-162076,1/28/16,1,Not Needed
CA-2017-157338,10/20/17,1,Wrong Item
CN-2018-105868,4/30/18,8,Wrong Color
MX-2018-100515,11/8/18,0,Wrong Item
US-2018-175642,6/17/18,15,Wrong Color
US-2015-107696,11/23/15,5,Wrong Color
US-2018-159061,5/4/18,9,Wrong Color
US-2017-161976,3/7/17,10,Not Needed
CN-2016-106903,12/29/16,12,Wrong Color
US-2018-130524,1/20/19,13,Wrong Item
US-2016-127599,4/2/16,6,Not Given 
US-2018-152789,4/19/18,3,Wrong Item
US-2017-150122,2/1/17,4,Wrong Item
US-2015-161649,8/15/15,1,Wrong Color
IN-2017-126630,10/30/17,1,Not Needed
JP-2016-160816,10/12/16,7,Not Given 
PH-2015-139585,6/11/15,6,Wrong Color
AE-2017-130866,4/10/17,3,Wrong Item
US-2016-117126,7/22/16,5,Wrong Color
US-2016-109707,5/27/16,2,Not Given 
PH-2016-131297,9/8/16,3,Wrong Color
CA-2017-152567,4/11/17,2,Not Needed
MX-2015-115164,4/29/15,23,Not Needed
US-2018-129923,2/25/18,13,Wrong Color
US-2015-115329,10/25/15,23,Wrong Color
BR-2018-129146,8/22/18,18,Not Needed
KR-2016-156183,7/1/16,24,Not Given 
US-2017-115791,6/12/17,1,Not Given 
US-2018-166189,5/9/18,4,Not Given 
US-2016-124083,10/26/16,13,Not Needed
PH-2017-139600,3/25/17,18,Wrong Item
US-2018-153944,2/16/18,10,Wrong Item
US-2015-148477,5/7/15,8,Wrong Color
US-2016-131050,9/10/16,3,Not Needed
US-2015-154190,8/17/15,0,Not Needed
PH-2017-126163,12/23/17,5,Not Needed
US-2017-177219,5/16/17,1,Wrong Color
US-2018-156122,1/17/19,3,Not Given 
US-2018-151388,4/22/18,6,Wrong Color
US-2018-126284,4/19/18,1,Wrong Color
US-2017-167876,11/6/17,6,Wrong Item
PH-2015-128824,1/26/16,1,Not Needed
US-2018-167779,8/5/18,6,Wrong Color
DE-2018-175685,12/2/18,13,Not Needed
US-2017-143268,12/21/17,0,Not Needed
US-2015-115390,5/27/15,12,Not Needed
ZA-2015-144837,2/29/16,0,Wrong Color
US-2017-151001,8/29/17,1,Wrong Color
US-2017-114058,9/11/17,10,Not Needed
US-2016-156169,4/4/16,0,Not Needed
AE-2015-123234,11/28/15,4,Not Needed
BR-2016-110508,3/17/16,8,Not Given 
US-2018-122464,3/1/18,15,Not Given 
US-2016-128783,11/30/16,6,Not Given 
EG-2017-150220,3/5/18,1,Wrong Color
US-2018-126028,3/4/18,7,Not Needed
CA-2016-133453,7/17/16,13,Wrong Color
KR-2016-124870,11/25/16,0,Wrong Item
US-2017-160931,6/7/17,0,Not Needed
US-2017-114953,5/7/17,10,Wrong Color
IN-2017-177386,4/8/17,11,Wrong Item
US-2016-179502,8/4/16,0,Wrong Item
US-2015-179378,7/6/15,16,Not Needed
US-2018-164726,5/1/18,10,Wrong Item
US-2018-119999,5/25/18,3,Not Given 
US-2018-128774,6/16/18,4,Wrong Item
US-2017-110179,8/2/17,1,Not Given 
US-2015-112773,4/24/15,0,Not Needed
US-2017-145815,3/25/17,2,Not Needed
US-2015-104754,3/19/15,23,Not Needed
US-2015-139837,1/23/16,19,Wrong Item
US-2017-105864,11/29/17,2,Wrong Color
KR-2017-135964,8/17/17,18,Wrong Item
IN-2018-140634,8/14/18,0,Wrong Item
GB-2016-115906,9/7/16,11,Not Given 
US-2016-170579,12/29/16,11,Wrong Color
GB-2017-168922,4/14/17,0,Not Given 
CN-2015-123766,10/29/15,3,Wrong Item
CA-2016-150416,7/18/16,3,Wrong Color
GB-2017-160964,5/4/17,12,Not Given 
EG-2016-162206,2/9/17,13,Wrong Color
DE-2017-114755,6/23/17,0,Wrong Item
US-2015-149204,6/14/15,2,Wrong Item
AU-2017-135399,7/29/17,12,Not Needed
US-2015-156381,6/8/15,7,Wrong Item
US-2017-159827,3/19/17,11,Not Needed
AU-2015-162414,1/24/16,1,Not Needed
MX-2017-177669,7/21/17,5,Wrong Color
GB-2015-126838,6/6/15,4,Not Needed
US-2018-126736,1/13/19,1,Not Needed
US-2016-129519,11/21/16,2,Not Needed
US-2017-158068,3/1/18,10,Wrong Item
RU-2015-103301,4/28/15,5,Not Needed
US-2018-165697,1/24/18,0,Wrong Item
US-2017-178200,10/16/17,1,Wrong Item
US-2015-178041,4/30/15,2,Not Given 
GB-2017-135135,7/10/17,9,Not Given 
JP-2016-132871,8/24/16,28,Wrong Color
IN-2018-109242,6/1/18,23,Not Given 
US-2016-151857,3/14/16,16,Wrong Item
US-2016-155534,4/26/16,18,Wrong Color
CA-2017-108509,6/16/17,4,Not Needed
AE-2018-107244,9/21/18,4,Wrong Item
US-2018-133738,7/28/18,23,Wrong Item
US-2017-111648,3/3/18,4,Wrong Item
CA-2015-133661,1/20/16,16,Not Given 
US-2017-128990,10/16/17,5,Not Given 
US-2015-126203,11/1/15,5,Not Needed
US-2017-173201,11/10/17,26,Wrong Color
US-2016-160556,9/7/16,1,Not Needed
GB-2018-173374,7/10/18,0,Wrong Item
US-2016-156045,3/9/16,3,Wrong Item
US-2018-150695,10/4/18,17,Wrong Item
DE-2018-125905,10/7/18,6,Not Given 
US-2017-176907,3/1/17,2,Wrong Color
US-2018-138101,12/12/18,2,Wrong Color
US-2018-168713,1/19/19,5,Wrong Color
IN-2017-177979,12/13/17,1,Wrong Color
CN-2016-103195,2/7/17,7,Wrong Item
MX-2015-105350,9/5/15,14,Not Given 
US-2016-106037,8/3/16,27,Not Given 
PH-2016-137859,5/11/16,0,Not Needed
US-2016-103944,6/21/16,3,Not Given 
US-2016-172794,9/1/16,0,Wrong Item
BR-2016-106460,8/28/16,7,Wrong Color
ZA-2015-128968,7/1/15,25,Wrong Item
US-2016-168072,5/18/16,4,Wrong Item
US-2016-160429,5/4/16,1,Wrong Color
PH-2017-150874,3/16/17,18,Wrong Item
AE-2016-151130,6/4/16,15,Not Needed
ZA-2015-136288,9/20/15,3,Not Given 
JP-2015-100944,3/5/15,15,Not Needed
US-2018-113665,7/8/18,7,Wrong Color
US-2018-139672,1/11/19,11,Wrong Item
JP-2015-130876,11/6/15,9,Wrong Item
US-2017-141564,11/14/17,17,Not Given 
US-2017-172798,4/15/17,0,Not Needed
US-2017-150541,6/18/17,0,Wrong Color
CA-2016-120343,12/26/16,6,Wrong Item
US-2018-139662,2/4/19,1,Wrong Color
GB-2018-133352,6/30/18,1,Not Needed
IN-2018-102398,7/24/18,8,Not Needed
US-2016-103054,5/22/16,5,Wrong Item
US-2015-123715,2/7/15,7,Wrong Item
US-2017-143932,3/31/17,14,Not Given 
CN-2016-146659,11/10/16,2,Wrong Color
KR-2016-127503,3/6/16,0,Wrong Item
GB-2018-146620,8/28/18,9,Not Needed
US-2016-164780,5/12/16,3,Not Needed
RU-2015-170373,3/4/16,6,Not Given 
US-2017-140200,6/22/17,2,Not Needed
PH-2016-151634,2/29/16,25,Not Given 
EG-2015-121376,11/1/15,4,Not Needed
JP-2018-124115,8/22/18,0,Not Given 
US-2017-156304,12/6/17,9,Wrong Color
KR-2015-160318,3/26/15,4,Not Given 
JP-2018-112573,7/22/18,17,Wrong Item
US-2016-174715,9/23/16,0,Wrong Color
EG-2015-173435,6/27/15,3,Not Given 
JP-2016-156636,6/29/16,1,Wrong Item
EG-2015-171850,3/26/15,20,Wrong Item
US-2017-101970,5/30/17,3,Not Needed
US-2018-106323,6/10/18,1,Not Given 
US-2015-110182,5/25/15,5,Not Given 
US-2015-128758,4/19/15,5,Wrong Color
US-2016-116207,11/20/16,3,Not Given 
US-2017-162776,7/7/17,17,Not Needed
US-2016-117734,11/2/16,6,Wrong Color
US-2015-154386,8/13/15,3,Not Needed
US-2016-135049,3/18/16,6,Wrong Color
CN-2015-120945,4/14/15,6,Not Needed
US-2017-108585,10/28/17,3,Wrong Item
JP-2016-169808,6/26/16,1,Not Given 
EG-2018-111994,12/23/18,2,Not Needed
US-2015-115146,2/10/15,10,Wrong Color
BR-2016-170025,8/15/16,2,Wrong Item
GB-2016-173148,11/19/16,7,Wrong Color
US-2017-172101,1/25/17,0,Not Given 
US-2016-156250,8/13/16,3,Not Given 
US-2017-170401,2/6/17,7,Wrong Item
GB-2016-134844,9/6/16,8,Wrong Item
MX-2016-143061,2/23/17,6,Wrong Color
US-2018-157227,3/7/18,4,Not Given 
US-2018-130197,10/26/18,7,Wrong Color
US-2017-150392,2/23/17,5,Not Given 
PH-2016-134415,10/12/16,8,Wrong Item
RU-2016-114004,6/2/16,6,Not Needed
US-2015-168128,1/19/16,5,Not Given 
US-2016-174736,11/26/16,7,Not Needed
JP-2016-174158,12/3/16,11,Not Needed
MX-2016-127735,9/28/16,7,Not Needed
ZA-2016-129759,2/10/16,2,Wrong Item
GB-2018-172053,5/10/18,20,Not Given 
US-2015-117607,1/26/16,2,Wrong Item
US-2015-141099,10/2/15,2,Not Given 
IN-2015-128263,6/6/15,22,Not Given 
US-2016-119215,4/15/16,0,Wrong Color
US-2015-132395,2/24/16,2,Not Given 
AU-2015-124935,2/8/16,0,Wrong Color
MX-2017-131745,8/25/17,3,Wrong Item
CA-2015-134970,5/16/15,1,Wrong Color
DE-2016-177689,8/14/16,5,Wrong Color
JP-2017-168474,1/20/17,0,Wrong Item
MX-2016-124738,7/31/16,8,Wrong Item
US-2018-168605,2/1/18,12,Not Needed
ZA-2016-151253,6/19/16,14,Not Needed
GB-2015-122287,10/6/15,10,Wrong Color
US-2016-134711,3/1/17,24,Not Given 
US-2016-163996,11/15/16,7,Wrong Item
PH-2016-114377,3/14/16,9,Wrong Color
US-2016-127575,5/28/16,7,Not Needed
US-2018-130742,10/10/18,7,Wrong Item
US-2018-161360,10/14/18,0,Wrong Color
US-2018-152526,1/12/19,17,Wrong Color
MX-2016-161157,8/18/16,16,Wrong Item
